,_id,formhub/uuid,start,end,group_ow7qd27/Name_of_school,group_ow7qd27/Ownership_of_school,group_ow7qd27/Category_of_school,group_ow7qd27/Type_of_school,group_ow7qd27/Sex_of_participant,group_ow7qd27/Age_of_participant,group_ow7qd27/Level_of_study,group_ow7qd27/Subject_for_assessment,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_presents_y_and_systematically,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_teacher_usually_ives_before_teaching,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_collects_ow_we_want_to_learn,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_guides_u_g_materials_and_read,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_writes_l_and_give_us_to_copy,group_da25q48/What_are_your_percep_s_teaching_knowledge/We_are_involved_in_d_ng_local_environment,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_teachers_spends_explaining_concepts,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_gives_a_with_clear_guidance,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_uses_rel_litate_understanding,group_da25q48/What_are_your_percep_s_teaching_knowledge/I_usually_see_a_link_class_with_real_life,group_da25q48/What_are_your_percep_s_teaching_knowledge/I_can_easily_approac_upport_after_classes,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_content_learnt_i_bject_is_interesting,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_mixes_En_o_help_us_understand,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_teacher_blends_w_g_and_online_classes,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_helps_us_e_learning_materials,group_da25q48/What_are_your_percep_s_teaching_knowledge/My_teacher_is_compet_o_run_online_session,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_teacher_helps_us_mputer_learning_Apps,group_da25q48/What_are_your_percep_to_assess_the_lesson/We_are_given_assignm_lesson_s_objectives,group_da25q48/What_are_your_percep_to_assess_the_lesson/The_teacher_uses_mul_tasks_in_the_lesson,group_da25q48/What_are_your_percep_to_assess_the_lesson/Assessment_tasks_giv_real_life_situations,group_da25q48/What_are_your_percep_to_assess_the_lesson/We_are_informed_abou_nt_tasks_to_be_given,group_da25q48/What_are_your_percep_to_assess_the_lesson/Instructions_for_ass_asks_are_clear_to_me,group_da25q48/What_are_your_percep_to_assess_the_lesson/The_teacher_provides_fter_exams_and_tests,group_da25q48/What_are_your_percep_to_assess_the_lesson/The_teacher_gives_ti_to_improve_learning,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_directs_s_to_boys_than_girls,group_da25q48/What_is_your_teacher_on_and_gender_equity/Girls_are_the_most_f_ass_compared_to_boys,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_sometime_age_against_students,group_da25q48/What_is_your_teacher_on_and_gender_equity/I_would_perform_bett_chances_to_practice,group_da25q48/What_is_your_teacher_on_and_gender_equity/Students_with_specia_en_special_attention,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_offers_i_ts_with_disabilities,group_da25q48/What_is_your_teacher_on_and_gender_equity/Low_and_high_achieve_ged_to_work_together,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_takes_ca_al_social_well_being,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_has_a_ca_attitude_to_students,group_da25q48/What_is_your_teacher_on_and_gender_equity/Teacher_exposes_us_t_oster_our_creativity,group_da25q48/What_is_your_teacher_on_and_gender_equity/Teacher_s_instructio_tween_girls_and_boys,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_lesson_helps_me_country_and_value_it,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_enabled_working_with_others,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_provided_d_my_thinking_skills,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_equipped_day_to_day_problems,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_enabled_for_my_future_career,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_encourag_e_and_try_new_things,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_helped_m_technological_tools,group_wf3zl05/Any_other_comments_on_this,group_qn2ae21/What_factors_have_af_ning_in_this_subject/We_learn_too_many_st_short_period_of_time,group_qn2ae21/What_factors_have_af_ning_in_this_subject/There_are_a_lot_of_t_e_me_not_concentrate,group_qn2ae21/What_factors_have_af_ning_in_this_subject/Our_teacher_is_neith_ive_nor_approachable,group_qn2ae21/What_factors_have_af_ning_in_this_subject/The_teaching_style_m_ficult_to_understand,group_qn2ae21/What_factors_have_af_ning_in_this_subject/The_teacher_don_t_co_earning_difficulties,group_qn2ae21/What_factors_have_af_ning_in_this_subject/There_is_shortage_of_reading_materials,group_qn2ae21/What_factors_have_af_ning_in_this_subject/There_is_no_access_t_d_related_facilities,group_qn2ae21/What_factors_have_af_ning_in_this_subject/There_are_no_enough_the_lessons_we_learn,group_qn2ae21/What_factors_have_af_ning_in_this_subject/The_teacher_has_nega_s_students_learning,group_qn2ae21/List_any_other_facto_affect_your_learning,group_qn2ae21/In_your_opinion_wha_learning_competences,__version__,meta/instanceID,_xform_id_string,_uuid,_attachments,_status,_geolocation,_submission_time,_tags,_notes,_validation_status,_submitted_by,group_qn2ae21/What_factors_have_af_ning_in_this_subject/What_factors_have_af_ning_in_this_subject_header,group_da25q48/What_are_your_percep_to_assess_the_lesson/What_are_your_percep_to_assess_the_lesson_header
113,228931519,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-03T13:06:31.559+03:00,2021-11-03T13:10:13.216+03:00,Buigiri Secondary School,public,day_school,girls_and_boys,female,11_15,form_three,geography,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,No comments,no,no,no,no,yes,yes,no,no,no,No,A teacher should improve teaching!,v5qpaMybKZaNr7HvESn8Rj,uuid:6fb9b539-1de4-453e-8a14-5bd14eca2673,agogUcQmdhjWi8cjGrBBwU,6fb9b539-1de4-453e-8a14-5bd14eca2673,[],submitted_via_web,"[None, None]",2021-11-03 10:10:20,[],[],{},,,
114,228932990,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-03T13:10:13.323+03:00,2021-11-03T13:14:30.873+03:00,Buigiri Secondary School,public,day_school,girls_and_boys,male,16_20,form_three,english,agree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,No comments,no,no,no,no,yes,no,no,no,no,We are given short time to write notes,A teacher should not a stick when teaching.,v5qpaMybKZaNr7HvESn8Rj,uuid:d0da7926-8b3d-42d2-b081-5f0b5fe4eff9,agogUcQmdhjWi8cjGrBBwU,d0da7926-8b3d-42d2-b081-5f0b5fe4eff9,[],submitted_via_web,"[None, None]",2021-11-03 10:14:44,[],[],{},,,
115,228934785,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-03T13:14:30.963+03:00,2021-11-03T13:20:15.587+03:00,Buigiri Secondary School,public,day_school,girls_and_boys,male,16_20,form_three,english,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,No comment,yes,no,no,no,yes,yes,no,no,no,short time for self study,A teacher should a polite language,v5qpaMybKZaNr7HvESn8Rj,uuid:dc868f24-b0b2-49e4-a982-24f36956de36,agogUcQmdhjWi8cjGrBBwU,dc868f24-b0b2-49e4-a982-24f36956de36,[],submitted_via_web,"[None, None]",2021-11-03 10:20:22,[],[],{},,,
116,228936252,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-03T13:20:15.732+03:00,2021-11-03T13:25:03.017+03:00,Buigiri Secondary School,public,day_school,girls_and_boys,female,11_15,form_three,english,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,disagree,disagree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,disagree,strongly_agree,strongly_agree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,No comments,no,no,no,no,yes,yes,no,no,no,No,punishment should be reduced.,v5qpaMybKZaNr7HvESn8Rj,uuid:d69a5b84-4f33-47ad-bede-44c0109bd837,agogUcQmdhjWi8cjGrBBwU,d69a5b84-4f33-47ad-bede-44c0109bd837,[],submitted_via_web,"[None, None]",2021-11-03 10:25:46,[],[],{},,,
117,229194268,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T10:10:07.268+03:00,2021-11-04T10:18:58.345+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,male,16_20,form_four,geography,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,disagree,disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,strongly_agree,agree,agree,agree,strongly_agree,agree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,strongly_disagree,strongly_agree,agree,agree,agree,strongly_agree,disagree,disagree,No comment,yes,no,no,no,no,no,yes,no,no,No comment,"Teachers should prepare well, respect students' opinion and needs",v5qpaMybKZaNr7HvESn8Rj,uuid:7902e93a-e572-4983-af48-3863dd084245,agogUcQmdhjWi8cjGrBBwU,7902e93a-e572-4983-af48-3863dd084245,[],submitted_via_web,"[None, None]",2021-11-04 7:19:13,[],[],{},,,
118,229201258,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T10:18:58.524+03:00,2021-11-04T10:51:50.780+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,male,16_20,form_four,physics,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,disagree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_disagree,disagree,disagree,strongly_agree,strongly_agree,strongly_agree,agree,option,No comment,yes,no,no,no,no,yes,yes,no,no,No comment,Teachers should give more exercises and homework,v5qpaMybKZaNr7HvESn8Rj,uuid:e72395a8-a732-4586-b654-5326877d49c3,agogUcQmdhjWi8cjGrBBwU,e72395a8-a732-4586-b654-5326877d49c3,[],submitted_via_web,"[None, None]",2021-11-04 7:52:05,[],[],{},,,
119,229203723,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T10:51:51.043+03:00,2021-11-04T10:59:55.219+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,male,16_20,form_three,geography,agree,strongly_agree,agree,agree,strongly_agree,agree,strongly_agree,strongly_disagree,strongly_agree,agree,strongly_agree,strongly_agree,agree,strongly_disagree,agree,agree,strongly_disagree,agree,agree,agree,agree,strongly_agree,strongly_agree,agree,strongly_disagree,disagree,disagree,agree,strongly_agree,agree,disagree,agree,strongly_agree,strongly_agree,strongly_disagree,agree,agree,strongly_agree,strongly_agree,agree,agree,option,No comment,no,no,no,no,no,yes,yes,yes,no,No comment,"Increase commitment, use relevant examples and provide more exercises for practice",v5qpaMybKZaNr7HvESn8Rj,uuid:041c3569-62b2-4a8d-b0a0-b30678b92383,agogUcQmdhjWi8cjGrBBwU,041c3569-62b2-4a8d-b0a0-b30678b92383,[],submitted_via_web,"[None, None]",2021-11-04 8:00:11,[],[],{},,,
120,229205478,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T10:59:55.479+03:00,2021-11-04T11:07:06.959+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,male,16_20,form_four,geography,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,agree,agree,agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,disagree,disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_agree,strongly_agree,disagree,agree,disagree,disagree,agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,strongly_disagree,disagree,disagree,option,strongly_agree,agree,strongly_agree,option,No comment,no,no,no,no,no,yes,yes,yes,no,No comment,"Relate content with real life situation, give more resources to increase learning",v5qpaMybKZaNr7HvESn8Rj,uuid:eaebfbe3-1593-4489-9d66-e65af78d5f8e,agogUcQmdhjWi8cjGrBBwU,eaebfbe3-1593-4489-9d66-e65af78d5f8e,[],submitted_via_web,"[None, None]",2021-11-04 8:07:21,[],[],{},,,
121,229207765,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T11:07:07.190+03:00,2021-11-04T11:15:30.205+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,female,16_20,form_three,mathematics,agree,strongly_agree,agree,strongly_agree,agree,agree,agree,disagree,strongly_agree,agree,agree,agree,agree,disagree,agree,agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_disagree,disagree,strongly_disagree,agree,strongly_agree,strongly_agree,agree,agree,agree,strongly_agree,strongly_disagree,agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,disagree,No comment,no,no,no,no,no,yes,yes,no,no,No comment,Improve learning,v5qpaMybKZaNr7HvESn8Rj,uuid:02683f7b-af59-4787-98b9-d3110ca32420,agogUcQmdhjWi8cjGrBBwU,02683f7b-af59-4787-98b9-d3110ca32420,[],submitted_via_web,"[None, None]",2021-11-04 8:15:45,[],[],{},,,
122,229209929,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T11:15:30.462+03:00,2021-11-04T11:23:19.868+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,female,16_20,form_four,geography,strongly_agree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,disagree,strongly_agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,disagree,strongly_agree,disagree,disagree,disagree,disagree,No comment,no,no,no,yes,no,yes,yes,no,no,No comment,"Attend lessons as per the timetable, provide more exercises",v5qpaMybKZaNr7HvESn8Rj,uuid:2cb4ccb0-d302-417a-aec4-727f5471b960,agogUcQmdhjWi8cjGrBBwU,2cb4ccb0-d302-417a-aec4-727f5471b960,[],submitted_via_web,"[None, None]",2021-11-04 8:23:35,[],[],{},,,
123,229213298,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T11:23:20.191+03:00,2021-11-04T11:34:17.511+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,male,16_20,form_three,mathematics,disagree,strongly_agree,agree,agree,strongly_agree,agree,agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_disagree,disagree,strongly_agree,agree,agree,disagree,agree,strongly_agree,strongly_agree,strongly_agree,agree,disagree,strongly_agree,strongly_agree,strongly_agree,disagree,disagree,Encourage competence questions,yes,yes,no,no,no,yes,yes,yes,no,Improve classroom management,Encourage friendly relationship between teachers and students,v5qpaMybKZaNr7HvESn8Rj,uuid:30d46b1c-fb3c-45aa-bedc-b94519c819f1,agogUcQmdhjWi8cjGrBBwU,30d46b1c-fb3c-45aa-bedc-b94519c819f1,[],submitted_via_web,"[None, None]",2021-11-04 8:34:32,[],[],{},,,
124,229217002,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T11:34:17.783+03:00,2021-11-04T11:47:15.412+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,female,16_20,form_three,mathematics,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,disagree,disagree,disagree,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,agree,strongly_disagree,agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,agree,disagree,strongly_agree,strongly_agree,strongly_agree,disagree,No comments,no,no,no,no,no,yes,yes,no,no,No comment,Use technological divices,v5qpaMybKZaNr7HvESn8Rj,uuid:4652cf33-8540-4551-b21d-86c8e24795c4,agogUcQmdhjWi8cjGrBBwU,4652cf33-8540-4551-b21d-86c8e24795c4,[],submitted_via_web,"[None, None]",2021-11-04 8:47:30,[],[],{},,,
125,229219558,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T11:47:15.696+03:00,2021-11-04T11:54:31.503+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,female,16_20,form_two,english,agree,agree,strongly_agree,agree,strongly_agree,agree,disagree,strongly_agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,disagree,disagree,disagree,disagree,strongly_agree,agree,disagree,disagree,agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,agree,agree,agree,disagree,strongly_agree,strongly_agree,agree,disagree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,option,No comment,no,no,no,no,no,yes,yes,no,yes,No comment,Manage classroom well to increase concentration,v5qpaMybKZaNr7HvESn8Rj,uuid:c771604c-2878-4edb-9d03-f523495ab2fc,agogUcQmdhjWi8cjGrBBwU,c771604c-2878-4edb-9d03-f523495ab2fc,[],submitted_via_web,"[None, None]",2021-11-04 8:54:47,[],[],{},,,
126,229222419,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T11:54:31.743+03:00,2021-11-04T12:03:16.606+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,female,16_20,form_three,mathematics,strongly_agree,agree,agree,strongly_agree,agree,agree,strongly_agree,disagree,strongly_agree,agree,agree,agree,strongly_agree,agree,strongly_disagree,agree,strongly_disagree,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,disagree,disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,agree,agree,agree,agree,strongly_agree,strongly_disagree,agree,agree,agree,agree,agree,strongly_agree,disagree,No comment,no,no,no,no,no,yes,yes,no,no,No comment,Improve their competences in using electronuc devices,v5qpaMybKZaNr7HvESn8Rj,uuid:7e7733a6-4d55-4a6c-83c7-5188e3b9d78e,agogUcQmdhjWi8cjGrBBwU,7e7733a6-4d55-4a6c-83c7-5188e3b9d78e,[],submitted_via_web,"[None, None]",2021-11-04 9:03:31,[],[],{},,,
127,229246757,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T12:03:16.822+03:00,2021-11-04T13:06:08.931+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,female,16_20,form_three,geography,strongly_agree,strongly_agree,agree,agree,strongly_agree,agree,disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,disagree,agree,disagree,strongly_agree,agree,agree,agree,strongly_agree,strongly_agree,agree,strongly_disagree,agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,disagree,No comment,no,no,no,no,no,yes,yes,no,no,Poor school infrastructure,Provide more tests and exams to improve performances,v5qpaMybKZaNr7HvESn8Rj,uuid:49c20bc0-165e-43bd-8d4e-cd934c38f3a6,agogUcQmdhjWi8cjGrBBwU,49c20bc0-165e-43bd-8d4e-cd934c38f3a6,[],submitted_via_web,"[None, None]",2021-11-04 10:06:23,[],[],{},,,
128,229249761,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T13:06:09.163+03:00,2021-11-04T13:12:50.290+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,female,16_20,form_three,english,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,agree,disagree,strongly_agree,strongly_agree,agree,agree,strongly_agree,agree,disagree,disagree,disagree,agree,strongly_agree,agree,agree,agree,strongly_agree,agree,disagree,agree,strongly_disagree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,No comment,no,no,no,no,yes,yes,yes,yes,no,No comment,Provide more assignments,v5qpaMybKZaNr7HvESn8Rj,uuid:e3f797b6-c6b5-43f2-981f-efb1a161806c,agogUcQmdhjWi8cjGrBBwU,e3f797b6-c6b5-43f2-981f-efb1a161806c,[],submitted_via_web,"[None, None]",2021-11-04 10:13:04,[],[],{},,,
129,229252436,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T13:12:50.616+03:00,2021-11-04T13:20:21.541+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,male,11_15,form_two,english,strongly_agree,agree,strongly_agree,strongly_agree,agree,agree,agree,strongly_disagree,agree,strongly_agree,agree,agree,agree,strongly_agree,strongly_agree,disagree,agree,disagree,agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,disagree,disagree,disagree,disagree,agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,disagree,No comment,yes,yes,no,yes,no,yes,no,no,yes,No comment,Improve teaching,v5qpaMybKZaNr7HvESn8Rj,uuid:e8d2c618-30ca-4da2-884b-d1591733759b,agogUcQmdhjWi8cjGrBBwU,e8d2c618-30ca-4da2-884b-d1591733759b,[],submitted_via_web,"[None, None]",2021-11-04 10:20:35,[],[],{},,,
130,229254856,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T13:20:21.828+03:00,2021-11-04T13:28:25.134+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,male,16_20,form_three,geography,strongly_agree,agree,strongly_agree,agree,strongly_agree,agree,agree,strongly_disagree,agree,strongly_agree,agree,strongly_agree,strongly_agree,disagree,disagree,disagree,disagree,agree,agree,agree,strongly_agree,agree,agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_agree,disagree,agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,disagree,No comment,no,yes,no,no,no,yes,yes,no,no,No comment,Increased use of technology in teaching,v5qpaMybKZaNr7HvESn8Rj,uuid:6e7d8043-6831-4585-91f9-f1a8b1b0de55,agogUcQmdhjWi8cjGrBBwU,6e7d8043-6831-4585-91f9-f1a8b1b0de55,[],submitted_via_web,"[None, None]",2021-11-04 10:28:39,[],[],{},,,
131,229257251,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T13:28:25.405+03:00,2021-11-04T13:35:15.810+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,female,16_20,form_four,english,strongly_agree,strongly_agree,disagree,disagree,strongly_agree,agree,strongly_agree,disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_agree,agree,disagree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,disagree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_agree,strongly_agree,agree,strongly_disagree,agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,option,No comment,yes,no,no,no,no,no,yes,no,no,No comment,Provide more learning resources and tests for practice,v5qpaMybKZaNr7HvESn8Rj,uuid:a2bbc8b5-8cf0-4441-a682-9077a0e52f60,agogUcQmdhjWi8cjGrBBwU,a2bbc8b5-8cf0-4441-a682-9077a0e52f60,[],submitted_via_web,"[None, None]",2021-11-04 10:35:24,[],[],{},,,
132,229259634,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T13:35:16.084+03:00,2021-11-04T13:41:00.396+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,female,16_20,form_four,english,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,agree,disagree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,disagree,disagree,disagree,strongly_agree,agree,agree,disagree,disagree,strongly_agree,agree,strongly_disagree,agree,agree,strongly_agree,disagree,strongly_agree,strongly_agree,option,No comment,no,no,no,no,no,no,yes,yes,no,No comment,More tests and assignments,v5qpaMybKZaNr7HvESn8Rj,uuid:4f3ccaa9-b152-4db3-9bae-703f71b7c83f,agogUcQmdhjWi8cjGrBBwU,4f3ccaa9-b152-4db3-9bae-703f71b7c83f,[],submitted_via_web,"[None, None]",2021-11-04 10:41:15,[],[],{},,,
133,229262005,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T13:41:00.703+03:00,2021-11-04T13:45:41.933+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,male,16_20,form_four,geography,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,disagree,strongly_disagree,disagree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,No comment,yes,no,no,no,no,no,yes,no,yes,No comment,Teach important topics only,v5qpaMybKZaNr7HvESn8Rj,uuid:8cb6d7c4-19d2-4016-921c-61b9e096dfc6,agogUcQmdhjWi8cjGrBBwU,8cb6d7c4-19d2-4016-921c-61b9e096dfc6,[],submitted_via_web,"[None, None]",2021-11-04 10:45:55,[],[],{},,,
