,_id,formhub/uuid,start,end,group_ow7qd27/Name_of_school,group_ow7qd27/Ownership_of_school,group_ow7qd27/Category_of_school,group_ow7qd27/Type_of_school,group_ow7qd27/Sex_of_participant,group_ow7qd27/Age_of_participant,group_ow7qd27/Level_of_study,group_ow7qd27/Subject_for_assessment,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_presents_y_and_systematically,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_teacher_usually_ives_before_teaching,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_collects_ow_we_want_to_learn,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_guides_u_g_materials_and_read,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_writes_l_and_give_us_to_copy,group_da25q48/What_are_your_percep_s_teaching_knowledge/We_are_involved_in_d_ng_local_environment,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_teachers_spends_explaining_concepts,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_gives_a_with_clear_guidance,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_uses_rel_litate_understanding,group_da25q48/What_are_your_percep_s_teaching_knowledge/I_usually_see_a_link_class_with_real_life,group_da25q48/What_are_your_percep_s_teaching_knowledge/I_can_easily_approac_upport_after_classes,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_content_learnt_i_bject_is_interesting,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_mixes_En_o_help_us_understand,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_teacher_blends_w_g_and_online_classes,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_helps_us_e_learning_materials,group_da25q48/What_are_your_percep_s_teaching_knowledge/My_teacher_is_compet_o_run_online_session,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_teacher_helps_us_mputer_learning_Apps,group_da25q48/What_are_your_percep_to_assess_the_lesson/We_are_given_assignm_lesson_s_objectives,group_da25q48/What_are_your_percep_to_assess_the_lesson/The_teacher_uses_mul_tasks_in_the_lesson,group_da25q48/What_are_your_percep_to_assess_the_lesson/Assessment_tasks_giv_real_life_situations,group_da25q48/What_are_your_percep_to_assess_the_lesson/We_are_informed_abou_nt_tasks_to_be_given,group_da25q48/What_are_your_percep_to_assess_the_lesson/Instructions_for_ass_asks_are_clear_to_me,group_da25q48/What_are_your_percep_to_assess_the_lesson/The_teacher_provides_fter_exams_and_tests,group_da25q48/What_are_your_percep_to_assess_the_lesson/The_teacher_gives_ti_to_improve_learning,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_directs_s_to_boys_than_girls,group_da25q48/What_is_your_teacher_on_and_gender_equity/Girls_are_the_most_f_ass_compared_to_boys,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_sometime_age_against_students,group_da25q48/What_is_your_teacher_on_and_gender_equity/I_would_perform_bett_chances_to_practice,group_da25q48/What_is_your_teacher_on_and_gender_equity/Students_with_specia_en_special_attention,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_offers_i_ts_with_disabilities,group_da25q48/What_is_your_teacher_on_and_gender_equity/Low_and_high_achieve_ged_to_work_together,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_takes_ca_al_social_well_being,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_has_a_ca_attitude_to_students,group_da25q48/What_is_your_teacher_on_and_gender_equity/Teacher_exposes_us_t_oster_our_creativity,group_da25q48/What_is_your_teacher_on_and_gender_equity/Teacher_s_instructio_tween_girls_and_boys,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_lesson_helps_me_country_and_value_it,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_enabled_working_with_others,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_provided_d_my_thinking_skills,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_equipped_day_to_day_problems,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_enabled_for_my_future_career,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_encourag_e_and_try_new_things,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_helped_m_technological_tools,group_wf3zl05/Any_other_comments_on_this,group_qn2ae21/What_factors_have_af_ning_in_this_subject/We_learn_too_many_st_short_period_of_time,group_qn2ae21/What_factors_have_af_ning_in_this_subject/There_are_a_lot_of_t_e_me_not_concentrate,group_qn2ae21/What_factors_have_af_ning_in_this_subject/Our_teacher_is_neith_ive_nor_approachable,group_qn2ae21/What_factors_have_af_ning_in_this_subject/The_teaching_style_m_ficult_to_understand,group_qn2ae21/What_factors_have_af_ning_in_this_subject/The_teacher_don_t_co_earning_difficulties,group_qn2ae21/What_factors_have_af_ning_in_this_subject/There_is_shortage_of_reading_materials,group_qn2ae21/What_factors_have_af_ning_in_this_subject/There_is_no_access_t_d_related_facilities,group_qn2ae21/What_factors_have_af_ning_in_this_subject/There_are_no_enough_the_lessons_we_learn,group_qn2ae21/What_factors_have_af_ning_in_this_subject/The_teacher_has_nega_s_students_learning,group_qn2ae21/List_any_other_facto_affect_your_learning,group_qn2ae21/In_your_opinion_wha_learning_competences,__version__,meta/instanceID,_xform_id_string,_uuid,_attachments,_status,_geolocation,_submission_time,_tags,_notes,_validation_status,_submitted_by,group_qn2ae21/What_factors_have_af_ning_in_this_subject/What_factors_have_af_ning_in_this_subject_header,group_da25q48/What_are_your_percep_to_assess_the_lesson/What_are_your_percep_to_assess_the_lesson_header
155,230960424,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-10T17:06:14.553+03:00,2021-11-10T17:11:06.680+03:00,Kambangwa Secondary School,public,day_school,girls_and_boys,female,16_20,form_four,geography,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,disagree,agree,strongly_disagree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,None,no,yes,no,no,no,yes,yes,no,no,None,Our teachers should use computers and advanced technology,v5qpaMybKZaNr7HvESn8Rj,uuid:f46dacfb-5f9f-4ed8-b6c1-7e674063c4ed,agogUcQmdhjWi8cjGrBBwU,f46dacfb-5f9f-4ed8-b6c1-7e674063c4ed,[],submitted_via_web,"[None, None]",2021-11-10 14:11:18,[],[],{},,,
156,230964082,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-10T17:11:08.351+03:00,2021-11-10T17:16:07.582+03:00,Kambangwa Secondary School,public,day_school,girls_and_boys,male,16_20,form_four,mathematics,strongly_agree,agree,strongly_agree,disagree,strongly_agree,disagree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_disagree,strongly_agree,disagree,strongly_disagree,strongly_agree,agree,disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,disagree,strongly_agree,agree,strongly_agree,agree,strongly_disagree,strongly_agree,agree,strongly_agree,disagree,strongly_agree,strongly_agree,agree,None,no,no,no,no,yes,yes,yes,no,no,Distance from home to school,Through provision of learning materials including computers,v5qpaMybKZaNr7HvESn8Rj,uuid:05f65cb8-7deb-481f-958a-97ea0fd83690,agogUcQmdhjWi8cjGrBBwU,05f65cb8-7deb-481f-958a-97ea0fd83690,[],submitted_via_web,"[None, None]",2021-11-10 14:21:13,[],[],{},,,
157,230964089,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-10T17:16:07.868+03:00,2021-11-10T17:21:00.883+03:00,Kambangwa Secondary School,public,day_school,girls_and_boys,male,16_20,form_four,geography,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_disagree,disagree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,disagree,disagree,disagree,disagree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,disagree,agree,strongly_agree,agree,disagree,strongly_agree,strongly_agree,agree,agree,disagree,agree,agree,disagree,None,no,no,no,no,yes,yes,yes,no,no,Distance from home to school,Intensive use of concrete examples to simplify studying,v5qpaMybKZaNr7HvESn8Rj,uuid:a3c1590c-dd68-4d77-a53d-099f57156979,agogUcQmdhjWi8cjGrBBwU,a3c1590c-dd68-4d77-a53d-099f57156979,[],submitted_via_web,"[None, None]",2021-11-10 14:21:14,[],[],{},,,
158,230967557,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-10T17:21:01.101+03:00,2021-11-10T17:30:31.911+03:00,Kambangwa Secondary School,public,day_school,girls_and_boys,male,16_20,form_four,english,disagree,agree,disagree,agree,strongly_agree,strongly_disagree,disagree,disagree,strongly_agree,agree,strongly_disagree,agree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,agree,agree,agree,strongly_disagree,agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_agree,agree,agree,agree,agree,agree,option,Teachers should assist us by providing collaborative skills for working with others,yes,yes,no,yes,no,yes,yes,yes,no,Shortage of books and materials for reading such as computers,Providing tests and assignments to improve students perfomance,v5qpaMybKZaNr7HvESn8Rj,uuid:7af5e008-638b-49f8-bc07-17088951c43f,agogUcQmdhjWi8cjGrBBwU,7af5e008-638b-49f8-bc07-17088951c43f,[],submitted_via_web,"[None, None]",2021-11-10 14:30:45,[],[],{},,,
159,231528522,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-12T14:48:20.243+03:00,2021-11-12T15:01:43.657+03:00,Kambangwa Secondary School,public,day_school,girls_and_boys,male,16_20,form_four,english,disagree,agree,disagree,agree,strongly_agree,disagree,disagree,agree,strongly_agree,strongly_disagree,agree,agree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,agree,agree,agree,strongly_disagree,agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,agree,agree,agree,agree,agree,option,Teachers should assist us by providing collaborative skills for working with others,yes,yes,no,yes,no,yes,yes,yes,no,Shortage of books and materials for reading such as computers,Teachers should support students by giving tests or assignment to improve students performance.,v5qpaMybKZaNr7HvESn8Rj,uuid:57c2df76-9b18-438d-8c78-92111a7a6ba3,agogUcQmdhjWi8cjGrBBwU,57c2df76-9b18-438d-8c78-92111a7a6ba3,[],submitted_via_web,"[None, None]",2021-11-12 12:03:26,[],[],{},,,
160,231529709,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-12T15:01:44.067+03:00,2021-11-12T15:08:14.240+03:00,KAMBANGWA SECONDARY SCHOOL,public,day_school,girls_and_boys,female,16_20,form_four,geography,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,Non,no,no,no,no,no,yes,yes,no,no,Lack of modern library for studying and learning different books.,Need help for computer access and other related facilitates.,v5qpaMybKZaNr7HvESn8Rj,uuid:e18a03b0-39db-49ae-97e2-b9fec2b3242b,agogUcQmdhjWi8cjGrBBwU,e18a03b0-39db-49ae-97e2-b9fec2b3242b,[],submitted_via_web,"[None, None]",2021-11-12 12:08:33,[],[],{},,,
161,231622365,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-12T15:08:14.582+03:00,2021-11-12T21:01:45.421+03:00,KAMBANGWA SECONDARY SCHOOL,public,day_school,girls_and_boys,female,16_20,form_four,mathematics,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,strongly_agree,disagree,disagree,disagree,disagree,strongly_agree,agree,agree,agree,agree,strongly_agree,strongly_agree,disagree,strongly_disagree,disagree,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_disagree,agree,agree,agree,agree,agree,agree,agree,A teachers should make sure that I have understood the lesson taught,no,no,no,no,no,no,yes,no,no,Non,Marking the tests and assignment given on time,v5qpaMybKZaNr7HvESn8Rj,uuid:6862860c-9cf5-4933-a376-06396edcc72b,agogUcQmdhjWi8cjGrBBwU,6862860c-9cf5-4933-a376-06396edcc72b,[],submitted_via_web,"[None, None]",2021-11-12 18:02:02,[],[],{},,,
162,231624733,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-12T21:01:46.048+03:00,2021-11-12T21:11:09.971+03:00,KAMBANGWA SECONDARY SCHOOL,public,day_school,girls_and_boys,male,16_20,form_four,mathematics,strongly_agree,strongly_agree,strongly_agree,agree,agree,disagree,disagree,agree,strongly_agree,disagree,agree,disagree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,disagree,agree,agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,disagree,agree,agree,agree,strongly_disagree,agree,disagree,strongly_disagree,disagree,option,agree,agree,agree,agree,agree,agree,Non,no,no,no,no,yes,no,yes,no,no,Non,Teachers should use modern and technological tools to facilitate learning.,v5qpaMybKZaNr7HvESn8Rj,uuid:32310647-bf33-428c-8243-408bb882b52f,agogUcQmdhjWi8cjGrBBwU,32310647-bf33-428c-8243-408bb882b52f,[],submitted_via_web,"[None, None]",2021-11-12 18:11:28,[],[],{},,,
163,231626203,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-12T21:11:10.320+03:00,2021-11-12T21:19:08.774+03:00,KAMBANGWA SECONDARY SCHOOL,public,day_school,girls_and_boys,female,16_20,form_four,physics,agree,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,disagree,disagree,agree,agree,agree,agree,strongly_agree,agree,disagree,Non,yes,no,no,no,yes,yes,yes,yes,yes,Shortage of teachers with different teaching styles or techniques.,A teacher should give students individual works for presentation..,v5qpaMybKZaNr7HvESn8Rj,uuid:42958894-7f10-470c-8001-72b0934905a5,agogUcQmdhjWi8cjGrBBwU,42958894-7f10-470c-8001-72b0934905a5,[],submitted_via_web,"[None, None]",2021-11-12 18:19:26,[],[],{},,,
164,231628328,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-12T21:19:09.208+03:00,2021-11-12T21:27:02.512+03:00,KAMBANGWA SECONDARY SCHOOL,public,day_school,girls_and_boys,female,16_20,form_four,physics,strongly_disagree,agree,agree,agree,strongly_disagree,agree,agree,strongly_disagree,disagree,agree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,agree,strongly_disagree,strongly_disagree,disagree,strongly_agree,disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,disagree,agree,agree,agree,agree,agree,agree,option,Non,yes,no,yes,yes,yes,no,yes,yes,yes,The absence of computers and other facilities in school makes us to be in a difficult time to learn.,Our teacher must give us more Physics exercise and tests in order to improve our performance.,v5qpaMybKZaNr7HvESn8Rj,uuid:cea25bf8-5e36-4129-946b-7c51bea23b8e,agogUcQmdhjWi8cjGrBBwU,cea25bf8-5e36-4129-946b-7c51bea23b8e,[],submitted_via_web,"[None, None]",2021-11-12 18:27:20,[],[],{},,,
165,231629624,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-12T21:27:03.896+03:00,2021-11-12T21:33:06.739+03:00,KAMBANGWA SECONDARY SCHOOL,public,day_school,girls_and_boys,male,16_20,form_four,mathematics,agree,agree,agree,agree,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,disagree,disagree,agree,agree,agree,disagree,agree,disagree,disagree,agree,agree,agree,disagree,agree,agree,disagree,agree,disagree,disagree,strongly_agree,agree,strongly_agree,agree,agree,strongly_agree,Non,yes,no,no,yes,yes,yes,yes,yes,no,Failure of a subject teacher in managing time during the lesson.,Non,v5qpaMybKZaNr7HvESn8Rj,uuid:4187de2b-73d6-4390-8d1a-2c9cef3c4caa,agogUcQmdhjWi8cjGrBBwU,4187de2b-73d6-4390-8d1a-2c9cef3c4caa,[],submitted_via_web,"[None, None]",2021-11-12 18:33:17,[],[],{},,,
166,231631207,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-12T21:33:07.078+03:00,2021-11-12T21:42:17.242+03:00,KAMBANGWA SECONDARY SCHOOL,public,day_school,girls_and_boys,female,16_20,form_four,geography,agree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,disagree,agree,agree,agree,disagree,agree,agree,agree,Non,yes,no,no,yes,no,yes,yes,yes,yes,Non,To use enough alternative ways of teaching styles.,v5qpaMybKZaNr7HvESn8Rj,uuid:f2b65865-39ae-41a3-aba0-9dbc7f62a38b,agogUcQmdhjWi8cjGrBBwU,f2b65865-39ae-41a3-aba0-9dbc7f62a38b,[],submitted_via_web,"[None, None]",2021-11-12 18:42:33,[],[],{},,,
167,231633146,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-12T21:42:17.685+03:00,2021-11-12T21:52:23.460+03:00,KAMBANGWA SECONDARY SCHOOL,public,day_school,girls_and_boys,female,16_20,form_four,geography,strongly_agree,agree,agree,agree,strongly_agree,disagree,disagree,agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,disagree,disagree,disagree,disagree,agree,disagree,agree,agree,agree,agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_disagree,agree,agree,agree,agree,strongly_disagree,agree,agree,agree,agree,agree,agree,agree,A teacher should help me to improve my knowledge through group discussions.,no,yes,no,no,no,yes,yes,no,no,Shortage of learning and teaching materials.,Improving teaching style by teaching more practically than theoretically.,v5qpaMybKZaNr7HvESn8Rj,uuid:e9d60543-af5a-419b-b0ee-bb3c9690894c,agogUcQmdhjWi8cjGrBBwU,e9d60543-af5a-419b-b0ee-bb3c9690894c,[],submitted_via_web,"[None, None]",2021-11-12 18:52:42,[],[],{},,,
168,231634445,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-12T21:52:23.909+03:00,2021-11-12T22:00:12.890+03:00,KAMBANGWA SECONDARY SCHOOL,public,day_school,girls_and_boys,male,16_20,form_four,geography,agree,agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,strongly_agree,agree,agree,agree,strongly_disagree,disagree,agree,strongly_agree,strongly_agree,agree,strongly_disagree,agree,strongly_agree,agree,disagree,strongly_agree,strongly_agree,agree,strongly_agree,agree,agree,disagree,A teacher should care students like his or her own children.,no,no,no,no,no,no,yes,yes,no,Shortage of reading materials.,A teacher should be responsible and enter in the class on time.,v5qpaMybKZaNr7HvESn8Rj,uuid:541f5f4f-dcdc-4a6e-bc6e-ae3d5b338ac5,agogUcQmdhjWi8cjGrBBwU,541f5f4f-dcdc-4a6e-bc6e-ae3d5b338ac5,[],submitted_via_web,"[None, None]",2021-11-12 19:00:29,[],[],{},,,
169,231635882,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-12T22:00:13.232+03:00,2021-11-12T22:07:56.213+03:00,KAMBANGWA SECONDARY SCHOOL,public,day_school,girls_and_boys,male,16_20,form_four,geography,strongly_agree,agree,disagree,agree,agree,disagree,agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,disagree,disagree,disagree,disagree,strongly_agree,agree,strongly_agree,agree,agree,agree,agree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,strongly_agree,strongly_disagree,strongly_agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,Non,yes,yes,no,no,yes,yes,no,no,no,Teachers aggressiveness.,A teacher should not teach a lot of concepts within a short period of time because it confuses student's understanding.,v5qpaMybKZaNr7HvESn8Rj,uuid:c837c319-9f12-4008-bc05-c19324bc0d7f,agogUcQmdhjWi8cjGrBBwU,c837c319-9f12-4008-bc05-c19324bc0d7f,[],submitted_via_web,"[None, None]",2021-11-12 19:08:12,[],[],{},,,
